gene	panel_role	locked_signature_member	selected	discovery_effect_adenoma_minus_normal	bootstrap_ci_low	bootstrap_ci_high	direction_stability	expected_direction	protein_gene_present	n_normal	n_adenoma	normal_detection_fraction	adenoma_detection_fraction	median_log2_normal	median_log2_adenoma	adenoma_minus_normal_log2_median	standardized_mean_difference	auc_adenoma_greater_than_normal	mann_whitney_u	p_value	age_sex_adjusted_log2_effect	age_sex_adjusted_ci_low	age_sex_adjusted_ci_high	age_sex_adjusted_p	q_value_bh_candidates	age_sex_adjusted_q_bh_candidates	pxd017269_protein_group_present	pxd017269_protein_accessions	pxd017269_n_samples	pxd017269_n_detected	pxd017269_detection_fraction	pxd017269_median_log2_intensity_detected	pxd017269_archival_group_kruskal_p	pxd017269_archival_group_kruskal_q_bh_candidates	detected_in_nine_patient_dvp	enriched_in_metachronous_crc_group	enriched_in_metachronous_hda_group	enriched_in_non_metachronous_group	pxd002137_adjusted_direction_match	public_protein_evidence_tier	pxd000445_mztab_detected	pxd000445_n_mztab_experiments_detected	pxd000445_n_mztab_experiments_total	pxd000445_mztab_experiment_detection_fraction	pxd000445_max_distinct_peptides	pxd000445_max_psms	pxd000445_accessions	pxd000445_psm_analysis_set	pxd000445_psm_expected_direction	pxd000445_psm_n_pairs	pxd000445_psm_n_experiments	pxd000445_psm_median_adenoma_minus_normal_log2	pxd000445_psm_mean_adenoma_minus_normal_log2	pxd000445_psm_paired_positive_fraction	pxd000445_psm_p_paired_wilcoxon	pxd000445_psm_min_unique_peptides_per_sample	pxd000445_psm_direction_matches_prespecified	pxd000445_psm_q_value_bh_within_analysis_set	n_recruitment_clusters_evaluable	n_cluster_direction_matches	median_cluster_effect	cluster_direction_match_fraction	assay_role	hpa_url	hpa_normal_tissue_reliability	rna_ihc_consistency	hpa_antibody_ids	expected_normal_tissue_pattern	interpretation_for_local_ffpe	local_pilot_required	source_checked_date	pxd000445_quantitatively_evaluable	new_transcript_has_direction_conflict	pxd000445_psm_has_direction_conflict
LTBP1	locked_signature_candidate	True	True	0.28924182	0.1535500548779964	0.4321931727230548	1.0	1	True	6	16	0.75	1.0	9.159776454243763	10.874450136636971	1.714673682393208	1.286026056623951	0.78125	75.0	0.0487314543042097	1.9339403269613684	-0.1419219036686225	4.009802557591359	0.0678554171416215	0.140779756878828	0.1499961852604266	True	Q14766;Q14766-4	118	116	0.9830508474576272	14.5549850463867	0.5840075166708751	0.7449085908155471	True	False	False	False	True	B_directional_support_and_ffpe_detectability	False	0	11	0.0															4.0	4.0	1.5662972528309067	1.0										False	False	False
CHP1	locked_signature_candidate	True	True	-0.36839426	-0.5338199988007546	-0.192811618745327	1.0	-1	True	8	15	1.0	0.9375	14.218313016648864	13.596007346906706	-0.6223056697421576	-0.955837464549509	0.2833333333333333	34.0	0.1005559702557952	-0.9815126560389604	-2.0241998019201324	0.0611744898422113	0.0650414907977296	0.2178712688875564	0.1499961852604266	True	Q99653	118	118	1.0	14.471199989318851	0.3661589013742887	0.5728595674222894	True	False	True	False	True	B_directional_support_and_ffpe_detectability	False	0	11	0.0															4.0	2.0	-0.2720311957313996	0.5										False	True	False
TST	locked_signature_candidate	True	True	-0.4494184	-0.6647199705243111	-0.2441387377679348	1.0	-1	True	8	16	1.0	1.0	18.85238387351628	18.58487771191993	-0.2675061615963514	-0.7202612912796823	0.296875	38.0	0.1200400831575956	-0.4526154672226403	-0.9278932225229254	0.0226622880776447	0.0619702428821885	0.2400801663151912	0.1499961852604266	True	Q16762	118	118	1.0	19.228759765625	0.064321967248971	0.2291470083244594	True	False	True	False	True	B_directional_support_and_ffpe_detectability	True	11	11	1.0	15.0	29.0	B1AH48;Q16762	author_qc_21_pairs	-1.0	21.0	7.0	-0.008704068880860394	0.01540177310754819	0.47619047619047616	0.9728584289550781	3.0	True	1.0	4.0	3.0	-0.9125720736411828	0.75										True	True	False
ITM2C	locked_signature_candidate	True	True	-0.4494998	-0.7399443298578262	-0.1133325941860676	0.996	-1	True	8	16	1.0	1.0	14.94180570743138	14.04761763687706	-0.8941880705543213	-1.0912401663428315	0.1875	24.0	0.0131208436498515	-0.8571878115089246	-1.7908253638649412	0.0764497408470918	0.0719436082462409	0.0487345621280202	0.1510815773171059	True	C9JG41;Q9NQX7;Q9NQX7-2	118	110	0.9322033898305084	13.5264348983765	0.261241277748579	0.4803468655377098	True	False	False	False	True	B_directional_support_and_ffpe_detectability	True	1	11	0.09090909090909091	1.0	2.0	B8ZZM6;C9JG41;Q9NQX7	author_qc_21_pairs	-1.0	3.0	1.0	-0.37750940337124894	-0.04701730460113888	0.3333333333333333	1.0	1.0	True	1.0	4.0	3.0	-1.1571986608665057	0.75										True	True	False
FCGRT	locked_signature_candidate	True	True	-0.4698495	-0.6973876461386681	-0.286174912750721	1.0	-1	True	8	16	1.0	1.0	13.919765707232902	13.09634714987842	-0.8234185573544828	-0.5735712041232318	0.3203125	41.0	0.1719279210193195	-0.7161110188119788	-1.792441921678052	0.3602198840540944	0.1922284162771553	0.2883952223549876	0.3486589170889657	True	P55899	118	118	1.0	13.8406400680542	0.103671817771415	0.3110154533142453	False	False	False	False	True	B_directional_support_and_ffpe_detectability	True	3	11	0.2727272727272727	2.0	3.0	P55899	author_qc_21_pairs	-1.0	6.0	2.0	-0.3295012278026267	-0.2809745149342651	0.16666666666666666	0.09375	1.0	True	0.19972059461805558	4.0	3.0	-0.8882796943214846	0.75										True	True	False
COX6C	locked_signature_candidate	True	True	-0.38665786	-0.5607847899198533	-0.203106278181076	1.0	-1	True	8	16	1.0	1.0	21.809884356906345	21.251296160141308	-0.5585881967650366	-0.7175340722623147	0.3359375	43.0	0.2143932255656579	-0.47968112539352	-1.3204987619074204	0.3611365111203805	0.2635042097411717	0.348388991544194	0.4256606465049697	True	P09669	118	118	1.0	18.7335548400879	0.0076722555476549	0.087463713243266	False	False	False	False	True	B_directional_support_and_ffpe_detectability	True	9	11	0.8181818181818182	4.0	6.0	P09669	author_qc_21_pairs	-1.0	18.0	6.0	-0.14218031235080258	-0.13458503250709014	0.3888888888888889	0.39273834228515625	1.0	True	0.5330020359584263	4.0	3.0	-0.5381557316713175	0.75										True	True	False
COX5A	locked_signature_candidate	True	True	-0.42020017	-0.5989136025309563	-0.2312655776739121	1.0	-1	True	8	16	1.0	1.0	19.80218205735452	19.353227136127597	-0.4489549212269281	-0.6179972501843211	0.3125	40.0	0.1531236445760607	-0.3745464743954303	-1.1258929478553972	0.3767999990645366	0.3285480045592819	0.274566535101902	0.4559397851851023	True	P20674	118	118	1.0	20.18767070770265	0.0144513846067746	0.1372881537643593	True	False	False	False	True	B_directional_support_and_ffpe_detectability	True	10	11	0.9090909090909091	6.0	9.0	P20674;REV_P20674	author_qc_21_pairs	-1.0	18.0	6.0	0.23546800262740436	0.12617703927241153	0.6666666666666666	0.44229888916015625	2.0	False	0.5795640616581358	4.0	2.0	-0.3347710351378898	0.5										True	True	True
IGFBP2	locked_signature_candidate	True	True	0.33224475	0.0702205831184983	0.5694120407104492	0.993	1	True	8	16	1.0	1.0	16.354590493700126	16.369481443730262	0.0148909500301357	0.2116342661237569	0.578125	74.0	0.568560827007455	0.9763482473309846	-0.9479228177585122	2.9006193124204813	0.319999779728525	0.6719355228269923	0.4559397851851023	True	P18065	118	115	0.9745762711864406	15.6468296051025	0.0389887256107253	0.1851964466509454	True	True	False	False	True	B_directional_support_and_ffpe_detectability	True	9	11	0.8181818181818182	4.0	5.0	C9JW52;P18065	author_qc_21_pairs	1.0	17.0	6.0	0.3450252896188616	0.25513830214940814	0.5882352941176471	0.1323699951171875	1.0	True	0.26083831787109374	4.0	4.0	3.5799205858753456	1.0										True	False	False
ACAA2	locked_signature_candidate	True	True	-0.3467019	-0.5120915576815606	-0.1873483277857303	0.999	-1	True	8	16	1.0	1.0	19.657529840010163	19.478535394821435	-0.1789944451887279	-0.1835721264344066	0.515625	66.0	0.928439054701001	-0.2410550492214205	-0.8139418920889042	0.3318317936460632	0.4095424913101703	0.928439054701001	0.4914509895722043	True	A0A0B4J2A4;P42765	118	118	1.0	18.70049571990965	0.2595563968885489	0.4803468655377098	True	False	True	True	True	B_directional_support_and_ffpe_detectability	True	11	11	1.0	34.0	42.0	P42765	author_qc_21_pairs	-1.0	21.0	7.0	0.5337250325199083	0.4622961367403263	0.7619047619047619	0.009016036987304688	9.0	False	0.04809451103210449	4.0	3.0	-1.2532629931930654	0.75										True	True	True
FABP1	current_primary_down_arm	True	True	-0.6395843	-0.9186004295945168	-0.3872826799750328	1.0	-1	True	8	16	1.0	1.0	22.778883611075557	22.72447791229209	-0.0544056987834586	-0.280136159880668	0.421875	54.0	0.568560827007455	-0.3121837446673254	-1.187980640437467	0.5636131511028164	0.4847755026950655	0.6719355228269923	0.5502857057619663	True	P07148	118	118	1.0	19.7333450317383	0.2144819500461538	0.4527952278752137	True	False	False	True	True	B_directional_support_and_ffpe_detectability	True	11	11	1.0	36.0	88.0	A8MW49;P07148	author_qc_21_pairs	-1.0	21.0	7.0	-0.852335930376335	-0.5621985691623864	0.3333333333333333	0.038437843322753906	8.0	True	0.12060546875	4.0	3.0	-1.850222157428333	0.75	current_primary_down_arm	https://www.proteinatlas.org/ENSG00000163586-FABP1/tissue	Enhanced	High	HPA028275;CAB002305	Strong intracellular expression in liver and intestinal glands, with cytoplasmic and nuclear staining possible	Use epithelial cytoplasmic H-score as prespecified; record nuclear signal separately if present rather than changing the endpoint	yes	2026-07-14	True	True	False
PCK1	locked_signature_candidate	True	True	-0.6020564	-0.907538415491581	-0.243793984875083	1.0	-1	True	8	13	1.0	0.8125	15.155110706926768	11.294294035662553	-3.860816671264216	-2.4258261245888013	0.0	0.0	9.828492800629024e-06	-4.1351099994335465	-5.311220037686326	-2.958999961180767	5.5370946924675876e-12	0.0001703605418775	1.1627898854181935e-10	True	P35558	118	60	0.5084745762711864	13.4097752571106	0.2495076809579995	0.4803468655377098	False	False	False	False	True	C_incomplete_public_protein_support	True	9	11	0.8181818181818182	3.0	5.0	B4DT64;F5GZM4;P35558												4.0	3.0	-2.1838869502868112	0.75										False	True	False
C15orf48	locked_signature_candidate	True	True	-0.5671823	-0.7759456112980843	-0.3252835415303707	1.0	-1	True	8	16	1.0	1.0	20.37707167342319	19.18377491108385	-1.193296762339337	-1.5075884227444425	0.125	16.0	0.002161879938162	-0.9732806267940048	-1.4319394830115746	-0.5146217705764351	3.1954387616122975e-05	0.0124908618649364	0.0001917263256967	False		118	0	0.0				False	False	False	False	True	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-0.6537238216048977	0.75										False	True	False
SLC26A2	locked_signature_candidate	True	True	-0.33946574	-0.5991347938776016	-0.0441221752204002	0.989	-1	True	8	14	1.0	0.875	13.549068142969237	10.80816416384021	-2.740903979129026	-0.907701407080996	0.2589285714285714	29.0	0.0698251868530506	-2.579705401014938	-4.849390726133168	-0.3100200758967086	0.0259019477343544	0.1739024250802417	0.0777058432030632	True	P50443	118	27	0.2288135593220339	13.8695001602173	0.7874780274295438	0.8801225012447842	False	False	False	False	True	C_incomplete_public_protein_support	True	4	11	0.36363636363636365	3.0	3.0	P50443	author_qc_21_pairs	-1.0	3.0	1.0	-1.2455575490971493	-1.616782553780503	0.0	0.25	2.0	True	0.37999999999999995	4.0	3.0	-2.168730344030801	0.75										True	True	False
CHP2	locked_signature_candidate	True	True	-0.5934963	-0.7902244299650192	-0.4028789587318898	1.0	-1	True	8	6	1.0	0.375	11.94660565158841	11.323998475485576	-0.622607176102834	-0.7391628015286761	0.2916666666666667	14.0	0.2284382284382284	-1.4930444037153645	-3.772569829051064	0.7864810216203351	0.1992336669079804	0.3599632690541782	0.3486589170889657	False		118	0	0.0				False	False	False	False	True	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-3.8941110341540175	0.75										False	True	False
L1TD1	locked_signature_candidate	True	True	0.41076347	0.1983405917882919	0.651724049448967	1.0	1	True	8	16	1.0	1.0	15.107480444022825	15.697386415316297	0.5899059712934722	0.7135322426272107	0.734375	94.0	0.0702298255131745	0.3670347288302423	-0.3985198127148538	1.1325892703753384	0.3473826934743637	0.1739024250802417	0.4559397851851023	True	Q5T7N2	118	91	0.7711864406779662	15.2496099472046	0.6924918741510034	0.8055517719715755	True	True	True	False	True	C_incomplete_public_protein_support	True	1	11	0.09090909090909091	1.0	1.0	Q5T7N2												4.0	4.0	5.012858049899855	1.0										False	False	False
LRRC19	locked_signature_candidate	True	True	-0.34771597	-0.484830068796873	-0.211130802333355	1.0	-1	True	8	10	1.0	0.625	11.693603470685064	10.319803625466932	-1.373799845218132	-0.497039401130056	0.325	26.0	0.236985236985237	-1.042022370263218	-3.013039860964541	0.9289951204381046	0.3001187876284231	0.362448009506833	0.4559397851851023	False		118	0	0.0				False	False	False	False	True	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-1.3228039471493558	0.75										False	True	False
CAMK2N1	locked_signature_candidate	True	True	-0.4252074	-0.6327930718660355	-0.1771000668406486	0.999	-1	True	4	8	0.5	0.5	11.790296765307206	11.151455873010278	-0.638840892296928	-0.953437226464836	0.28125	9.0	0.2828282828282829	-0.3670247722162161	-1.166655506001185	0.4326059615687527	0.3683281461451063	0.4199679147406521	0.4687812769119535	False		118	0	0.0				False	False	False	False	True	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-0.9056707158314334	0.75										False	True	False
AQP8	locked_signature_candidate	True	True	-0.4854524	-0.6943642288446427	-0.28683115914464	1.0	-1	True	3	6	0.375	0.375	12.91423912888848	13.510211686352568	0.5959725574640888	0.5692732190673313	0.7222222222222222	13.0	0.3809523809523809	1.5803707763094668	-3.587645204208214	6.748386756827148	0.5489370058718783	0.497384941078574	0.606719848595234	False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	3.0	-5.370920668646214	0.75										False	True	False
REG1A	locked_signature_candidate	True	True	0.71312755	0.1992065485566854	1.367650660872459	1.0	1	True	3	12	0.375	0.75	14.523132604029628	12.949071587856167	-1.5740610161734612	-0.6392751317428408	0.3611111111111111	13.0	0.5362637362637362	-0.3499086529661355	-2.887118183487841	2.18730087755557	0.7869292768954477	0.6639455782312925	0.8474622981950974	True	P05451	118	86	0.7288135593220338	15.32278966903685	0.5446621954678317	0.7391844081349145	False	False	False	False	False	C_incomplete_public_protein_support	True	4	11	0.36363636363636365	5.0	6.0	P05451	author_qc_21_pairs	1.0	6.0	2.0	0.2748122741696394	0.9862860177575894	0.5	0.6875	2.0	True	0.81640625	4.0	4.0	5.200316849102151	1.0										True	False	False
MT1G	locked_signature_candidate	True	True	-0.4589386	-0.7714878618717194	-0.1520236928015947	1.0	-1	True	8	16	1.0	1.0	20.576065537653808	19.556541381478944	-1.0195241561748638	-0.2688485358866206	0.359375	46.0	0.2907470178973745	-0.108836244894254	-1.9165446675019924	1.6988721777134843	0.9060652355971096	0.4199679147406521	0.928164387684844	True	P02795;P13640;P13640-2;P80297	118	79	0.6694915254237288	12.7842502593994	0.3996545850945432	0.5994818776418148	False	False	False	False	True	C_incomplete_public_protein_support	True	4	11	0.36363636363636365	4.0	7.0	P13640	author_qc_21_pairs	-1.0	6.0	3.0	-1.0366131251881656	-0.8179018123737847	0.16666666666666666	0.21875	1.0	True	0.37784090909090906	4.0	3.0	-2.3458148204188216	0.75										True	True	False
CEMIP	locked_signature_candidate	True	True	0.6983576	0.3360619813203812	1.108135923743248	1.0	1	True	0	9	0.0	0.5625		7.144805836748789												True	Q8WUJ3	118	15	0.1271186440677966	10.6870899200439	0.2101360712007642	0.4527952278752137	True	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	6.757773407856671	1.0										False	False	False
CLDN2	locked_signature_candidate	True	True	0.57838947	0.2221621993929147	1.115135025978088	1.0	1	True	0	11	0.0	0.6875		12.830981681780589												True	P57739	118	42	0.3559322033898305	14.0054750442505	0.1401361670263791	0.3630800691138006	False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	5.0502974006647925	1.0										False	False	False
DPEP1	locked_signature_candidate	True	True	0.5104067	0.2444607697427273	0.7929241016507149	1.0	1	True	2	14	0.25	0.875	13.358221284192268	11.332435935375845	-2.025785348816425	-0.7922453585298779	0.25	7.0	0.3333333333333333					0.4561403508771929		True	P16444	118	76	0.6440677966101694	14.0230503082275	0.5897595778878939	0.7449085908155471	True	False	False	True	False	C_incomplete_public_protein_support	True	2	11	0.18181818181818182	1.0	1.0	REV_P16444												4.0	4.0	5.289685941022457	1.0										False	False	False
APCDD1	locked_signature_candidate	True	True	0.4612431	0.1512933179736137	0.8702012032270432	1.0	1	True	0	5	0.0	0.3125		9.558476755525003												False		118	0	0.0				False	False	False	False	False	C_incomplete_public_protein_support	False	0	11	0.0															4.0	4.0	2.552362223934906	1.0										False	False	False
